latitude,longitude,continent
-19.62316987,-50.09245238,South America
14.35852801,76.19815623,Asia
36.88587343,-3.020766481,Europe
57.72272313,66.23323954,Russia
48.42054517,22.28905407,Europe
15.84164141,-91.99234813,North America
8.175055937,8.594919223,Africa
-29.9152243,-56.66136478,South America
62.15404846,75.19270501,Russia
-28.24485952,148.7574898,Oceania
-19.87077415,136.2875021,Oceania
-20.8415217,-53.19772561,South America
-12.49329646,-51.76957931,South America
26.96578599,-106.6727785,North America
51.24246793,42.67285777,Russia
41.39422396,25.40197731,Europe
10.4733872,-74.75131869,South America
-54.33855233,-66.7094655,South America
-34.17740252,-66.96243538,South America
56.69404398,21.26261361,Europe
43.31875721,143.3826911,Asia
-31.44640996,-64.12760933,South America
21.04336299,-101.342706,North America
-21.48183238,146.748875,Oceania
-29.32061861,-63.81934913,South America
-7.563978179,-49.70098287,South America
42.8826004,140.7783046,Asia
-10.56618866,-63.62900751,South America
7.379457028,7.622734386,Africa
37.79301954,14.29836988,Europe
-23.85353073,-63.28517102,South America
48.55965224,102.1184548,Asia
-28.03707441,28.21447163,Africa
-3.1201026,-60.0265781,South America
15.49457982,103.5717052,Asia
45.80861042,11.67696438,Europe
42.91345211,132.8070358,Russia
-5.318964202,-41.58097757,South America
40.68550642,21.81782167,Europe
47.9264433,22.06537697,Europe
-17.22578914,-62.55544152,South America
19.74466974,-89.15973035,North America
56.72669893,9.577344033,Europe
-19.11565075,-47.6946785,South America
67.00750783,56.92086728,Russia
-22.13746885,-56.64544974,South America
-28.71205743,25.79856712,Africa
19.05084184,83.63782907,Asia
54.0367923,122.3477466,Russia
-27.04862554,-50.64093914,South America
-31.22829871,138.4050985,Oceania
-38.21955946,-64.07052968,South America
41.65990561,75.01379833,Asia
-35.16724995,-66.57061974,South America
49.77551294,17.18817128,Europe
57.30883863,-5.414668908,Europe
-19.85212582,142.840926,Oceania
-20.10737137,-53.81223519,South America
-18.50365452,133.8747551,Oceania
56.96388667,35.01654665,Russia
51.16969407,17.07387449,Europe
6.26341313,81.0695048,Asia
-32.37850856,148.9661708,Oceania
-30.96374472,19.37841716,Africa
-23.69941374,139.6418302,Oceania
37.50918916,38.22114226,Asia
-36.82531411,-60.36699088,South America
-5.906991769,-44.07113565,South America
13.08066041,5.266562403,Africa
40.78426829,22.47121317,Europe
54.32064575,44.38127492,Russia
-7.000584028,112.1287237,Asia
-15.91979708,-51.40767363,South America
40.64434599,34.90338246,Asia
-31.85459318,-56.50527294,South America
50.77677725,99.52815454,Asia
-15.26601144,-40.5992374,South America
43.36302882,132.2458525,Russia
-29.43033313,-56.68831675,South America
-28.52178692,117.8058408,Oceania
46.58814744,106.5450657,Asia
-17.41773951,-47.28391556,South America
-7.811990749,-63.18604325,South America
48.245508,17.92272062,Europe
-2.758481145,-43.32910971,South America
62.47676786,149.7320448,Russia
-30.8805608,20.43974922,Africa
-4.17203237,-46.1326418,South America
55.09909558,68.1881522,Russia
-30.45108257,145.3468592,Oceania
-14.54216774,-56.23251665,South America
23.32311413,77.26877587,Asia
-33.27518733,-64.84741087,South America
-12.81410424,-49.89632033,South America
-23.61478294,147.619922,Oceania
-30.92465725,-69.42423583,South America
-30.85345956,21.85213066,Africa
-23.70268781,-46.24043779,South America
0.781174855,36.01642378,Africa
20.93513979,-104.5718188,North America
-18.0768283,-51.03766713,South America
20.17765378,-102.2439546,North America
24.68014886,-103.2541844,North America
-22.9091247,22.11392646,Africa
38.44341279,27.31904002,Asia
9.227082799,5.635448923,Africa
-2.113850988,37.32733291,Africa
-27.79883739,-50.86263301,South America
-12.24833639,-56.41941138,South America
16.49810204,-14.54946393,Africa
-8.142069812,-70.28875118,South America
46.03472552,17.68366971,Europe
-30.31559911,135.2932345,Oceania
28.39256783,-106.9916033,North America
-6.105986521,-41.78471038,South America
-17.8110555,-63.1785372,South America
-5.300176122,-41.16164097,South America
12.633353,8.424316368,Africa
-22.09334504,133.4247502,Oceania
62.39332598,30.74040346,Europe
50.92458679,23.9969708,Europe
-31.90783692,-56.70952229,South America
47.39232463,17.0187844,Europe
23.02779669,77.50686386,Asia
-15.62515158,-58.79423215,South America
-21.98729064,142.6988012,Oceania
18.51915518,98.77238509,Asia
14.42955385,-3.324885623,Africa
-26.46503194,119.3953351,Oceania
-7.567148834,-72.99188004,South America
-40.12884333,-66.02546209,South America
-17.74375049,123.5836312,Oceania
-51.90749257,-71.40447059,South America
62.58983503,26.33311251,Europe
-5.263186284,-36.66204746,South America
18.03604966,-89.06760665,North America
-7.216017385,-39.12044548,South America
-16.3119538,-46.51299498,South America
-33.99864712,-60.21801208,South America
39.12547661,42.18766474,Asia
46.85142859,112.3312244,Asia
0.277860404,34.69879359,Africa
-33.74259564,-54.8510864,South America
59.66119591,18.34235109,Europe
-28.22750409,121.0851272,Oceania
31.31574437,-108.7560052,North America
-15.99759326,142.4981177,Oceania
27.81136921,-104.7948858,North America
-15.95085808,128.4208271,Oceania
-18.88741977,-50.16093597,South America
-41.71866502,-66.31220357,South America
49.45565326,99.98248295,Asia
-7.686815157,-72.97707071,South America
48.38266651,30.35424375,Europe
50.36664778,34.34844627,Europe
-31.86778377,-57.1684963,South America
-41.87043996,-66.94089287,South America
17.39979473,76.16341769,Asia
-39.97927863,-64.84160962,South America
14.69382841,-15.64987483,Africa
28.21711814,-104.5792527,North America
-40.13021014,-64.38444956,South America
10.3134576,10.55913801,Africa
-28.44528225,152.2339708,Oceania
-36.09441483,142.8872767,Oceania
-26.73123036,20.63285469,Africa
64.20621108,41.57611034,Russia
-13.55702552,-45.13166841,South America
47.1035054,47.78643424,Russia
-21.82104699,28.82309995,Africa
-22.25368811,-63.36672129,South America
-4.747364096,-49.06627238,South America
6.927928268,-2.364829397,Africa
9.011309,-2.476844187,Africa
16.83397249,-92.88093667,North America
44.84564322,23.8096894,Europe
-29.85862786,135.1230175,Oceania
-10.83155981,-65.24296509,South America
-54.856301,-68.5848333,South America
41.08955895,14.38462064,Europe
45.36263863,16.43056325,Europe
-5.567313022,-42.6027844,South America
40.76997636,-2.999794392,Europe
-36.93115,149.1325778,Oceania
-31.68638791,-66.01649323,South America
10.70872028,-2.365003863,Africa
7.221820038,7.501016082,Africa
68.69299997,30.23367432,Russia
46.54827448,16.72463423,Europe
4.228645916,-60.99541068,South America
42.03005361,25.52485818,Europe
0.852370915,-59.61557811,South America
-38.13541907,146.0526625,Oceania
-12.73992362,131.464882,Oceania
-8.698628933,118.6469957,Asia
-30.675675,-69.45364048,South America
-1.550734405,-45.05696829,South America
0.89757796,35.31461571,Africa
46.44836822,94.12885814,Asia
6.938915682,100.6841953,Asia
-28.10522702,-59.99881524,South America
51.52035946,15.50102297,Europe
-17.33262053,-62.89697957,South America
-12.56323094,-58.01686027,South America
39.83981443,29.22194862,Asia
30.30534017,-110.6684397,North America
-19.68840361,-49.17636432,South America
-21.19767737,24.7982869,Africa
-29.50972607,-68.43345071,South America
63.59887464,146.4059083,Russia
56.64471356,10.06071668,Europe
21.83581205,76.48355662,Asia
49.78740563,95.03399303,Asia
-43.97802232,-70.37103066,South America
53.74138618,125.0966284,Russia
51.44249818,142.7480705,Russia
-40.57029022,-66.48066398,South America
-37.74099473,141.3173159,Oceania
-27.31828471,133.6246173,Oceania
66.5753964,-53.49867352,North America
49.11630971,14.62300017,Europe
-22.59420623,136.7290256,Oceania
-37.56951436,-69.07283439,South America
18.25830096,80.29510771,Asia
-33.52487705,141.7171154,Oceania
43.71820518,23.94570541,Europe
12.58349028,8.471082938,Africa
-49.73586418,-72.33805737,South America
-23.85409195,21.1295789,Africa
-23.27141687,-55.18076894,South America
54.07175036,22.48464603,Europe
36.90960628,34.8873172,Asia
9.121942671,-1.27466573,Africa
15.97371129,75.70414678,Asia
-32.34896678,124.8461114,Oceania
6.884114538,3.104744481,Africa
-33.29798404,-57.2085428,South America
51.16585836,58.62662119,Russia
-15.13980066,-53.53034954,South America
50.04415295,29.87092205,Europe
42.97877246,26.86698146,Europe
2.28798475,-59.83827864,South America
46.04941681,20.10731275,Europe
60.8066556,64.81210738,Russia
1.410316962,-78.58416978,South America
-29.24748952,-65.42269468,South America
-25.61625063,150.2299671,Oceania
-21.02226273,116.3168847,Oceania
-21.81497816,43.29511834,Africa
-26.83037652,118.3702348,Oceania
-27.24865397,-52.59568654,South America
-21.71159394,-44.45073482,South America
-26.46910172,119.4528183,Oceania
-33.26729094,-54.42964783,South America
-37.12188978,-62.05322771,South America
53.42439698,20.33490037,Europe
-33.07823914,-69.27611868,South America
63.99712282,145.4021257,Russia
-33.06953247,-57.23935961,South America
8.253359726,80.64190574,Asia
54.90389663,24.39116714,Europe
-5.022601496,-44.99326398,South America
-20.63393527,22.32271408,Africa
22.59263162,120.6800671,Asia
61.6506732,74.36773634,Russia
-34.5190866,142.8731176,Oceania
67.48385986,27.89402311,Europe
51.53833405,18.91362325,Europe
45.06734865,9.777658923,Europe
12.24852448,79.21153441,Asia
-13.78365687,-57.03629325,South America
-30.4256181,29.14123614,Africa
-3.176713909,39.68468182,Africa
-17.35180436,-54.75811229,South America
46.84516053,112.3751811,Asia
-1.664978096,114.5994169,Asia
38.8538954,39.822788,Asia
48.70561557,15.60456374,Europe
-10.60618508,-58.59997842,South America
26.87952241,-99.83044901,North America
39.85857831,22.17367492,Europe
12.6854685,121.3416512,Asia
10.19136931,11.114652,Africa
66.55117975,26.17731874,Europe
10.02056113,8.936191319,Africa
-34.91862974,148.1617116,Oceania
22.79261057,74.47363237,Asia
-16.38462928,143.073459,Oceania
-15.08976796,-47.31410122,South America
61.74902839,54.91590959,Russia
43.64136785,43.84933169,Russia
2.285476805,-59.83912108,South America
-12.73992362,131.464882,Oceania
-28.03716186,31.58033399,Africa
-28.28720829,-62.0828192,South America
-16.61371042,135.8676386,Oceania
19.6784308,-87.86768396,North America
15.54586065,77.52755036,Asia
-8.807377356,-49.68672082,South America
61.81284799,129.8472386,Russia
-22.09973034,-53.48702637,South America
12.68635546,-14.93854548,Africa
22.89140165,92.05834448,Asia
47.94294612,37.55742189,Europe
-17.42378595,-69.52602769,South America
-12.70250884,142.3658725,Oceania
-23.133259,119.2472208,Oceania
-26.5906833,120.2260383,Oceania
-31.02301484,-67.29615897,South America
68.14580067,25.71141717,Europe
38.28663998,41.98939496,Asia
47.89546347,18.32008729,Europe
9.337165632,5.225381681,Africa
45.94698923,115.7321578,Asia
45.51961206,18.24522349,Europe
69.09894915,27.64156535,Europe
-44.55228465,-67.43775672,South America
10.64508963,4.895889284,Africa
8.837486674,7.979396762,Africa
24.90011369,-103.2140033,North America
-4.610794243,-56.32906965,South America
-9.859589569,-40.08454318,South America
-41.64173191,-68.26687532,South America
14.83858861,104.8139416,Asia
-33.63921728,115.4505225,Oceania
14.10008364,106.3389359,Asia
38.28474038,33.73250162,Asia
66.58455502,25.61667541,Europe
4.416246258,-76.05933057,South America
-0.571056966,-80.17708409,South America
-26.53480018,150.6401893,Oceania
-31.81318635,128.3445708,Oceania
58.29687613,16.49495732,Europe
26.57808255,-102.4241993,North America
-4.358799924,-46.24598293,South America
-0.338471161,117.3222984,Asia
-4.881515655,-43.1966975,South America
26.5327042,-99.99804683,North America
-35.69628206,146.5158646,Oceania
52.506695,111.536138,Russia
-12.43481631,-42.34636577,South America
-14.95442147,-41.03454177,South America
-5.113986298,-45.11980827,South America
-25.35580372,131.8637431,Oceania
-33.5651812,-62.69537458,South America
-25.93889612,-64.70278881,South America
-33.04300152,150.6815438,Oceania
-32.84735047,-62.85945694,South America
-15.15988787,-49.81460749,South America
13.80285881,-13.88914875,Africa
20.8644622,-103.019145,North America
-19.46533536,121.4657149,Oceania
55.14412548,74.57092919,Russia
-38.43951505,-66.3099159,South America
-13.90479418,-47.36091457,South America
-14.25452188,-44.15987489,South America
45.46221224,23.61459854,Europe
46.6783304,25.36483531,Europe
55.05101716,-3.176128562,Europe
45.3047302,22.00679595,Europe
40.04153416,-1.266606203,Europe
55.93090593,23.08364265,Europe
-17.22150136,-46.69713929,South America
54.54751526,113.3704867,Russia
43.54798838,24.9431719,Europe
29.75764072,-109.8133125,North America
-1.194027093,35.7250823,Africa
-11.2837353,-44.67047072,South America
-37.87385614,-66.46880816,South America
29.65082568,35.20976613,Asia
17.89620388,80.08743836,Asia
42.32076484,25.56950809,Europe
-29.06787276,-60.98434274,South America
45.93711034,20.89595911,Europe
45.70258498,21.28660803,Europe
-3.261722062,-51.46456537,South America
0.734785857,-60.45820059,South America
50.00694926,28.04351563,Europe
-34.76389632,147.555312,Oceania
62.9562642,113.5415823,Russia
58.69624174,13.11293619,Europe
-21.53402126,139.6538408,Oceania
58.96039427,22.47708962,Europe
14.81138758,104.9404688,Asia
55.69370526,13.6467037,Europe
45.90280746,115.423499,Asia
-23.06487788,150.7118287,Oceania
-16.82414877,124.9160242,Oceania
4.666669695,-60.29152088,South America
61.01704546,76.61783504,Russia
1.489654141,-75.36643505,South America
-43.006997,-71.06283704,South America
62.57931762,125.0270894,Russia
-17.161105,-50.89828064,South America
57.74731091,85.15844369,Russia
12.28176106,102.2662508,Asia
50.27166396,21.22495264,Europe
35.64253821,10.08894522,Africa
-28.40371812,-52.03796948,South America
-32.71009498,151.6114488,Oceania
-33.71488443,117.3183187,Oceania
55.50817232,8.791133312,Europe
39.50063072,33.7910318,Asia
12.85195982,5.148620042,Africa
-22.61308467,29.85201586,Africa
-8.47701636,-70.15063652,South America
-23.04647411,-63.93783669,South America
39.64346744,27.06791513,Asia
16.35291387,-93.13851585,North America
-2.23945673,37.43339556,Africa
56.257267,27.988765,Europe
16.77616898,-3.005472455,Africa
-33.32075024,-59.22461094,South America
-17.12874114,-70.83690076,South America
56.83394167,62.69632162,Russia
-16.89065155,-43.56929501,South America
62.93970681,152.3838646,Russia
-12.58473554,-74.69490914,South America
-24.50498285,119.6385908,Oceania
36.68323922,29.41621217,Asia
-18.78927258,-68.25625153,South America
-3.17785571,-60.14196793,South America
15.9649294,-13.59656556,Africa
-27.85598256,115.6688849,Oceania
-45.28430627,-68.64990728,South America
58.46862713,22.25497028,Europe
-35.91686868,141.390783,Oceania
13.4150672,103.2376493,Asia
-28.39781832,-53.65012924,South America
47.73048397,29.52756311,Europe
1.584151537,-78.70618246,South America
54.01765136,46.22926171,Russia
15.95130652,103.2751979,Asia
25.50258396,-102.5152541,North America
53.10566654,20.37525263,Europe
16.28911432,-96.56128358,North America
37.92245446,14.95781481,Europe
61.28889943,-44.97534662,North America
46.90951492,105.8861931,Asia
-34.29563584,-57.35325993,South America
-25.80421198,23.69288288,Africa
-5.801047488,-79.83430862,South America
-22.65958406,-53.85530524,South America
10.96581379,-2.425966329,Africa
43.5335554,27.29968223,Europe
-19.84324182,136.1870271,Oceania
-16.41604327,-69.66230389,South America
37.59919821,41.40319981,Asia
50.35040413,16.16573201,Europe
60.5695098,14.80395483,Europe
-25.70944193,-49.89628711,South America
8.520547679,10.6340739,Africa
-28.1528171,-54.32822277,South America
-26.48111322,147.9152869,Oceania
-4.879378335,-56.17033336,South America
54.18532643,-8.213120195,Europe
-19.44662932,140.2263437,Oceania
-8.14688832,-63.77113278,South America
7.23170443,5.078941091,Africa
-48.60295538,-67.49005796,South America
-23.89706629,22.08721389,Africa
-21.79622525,26.23710597,Africa
-20.48236406,145.4784868,Oceania
55.90939736,90.12122609,Russia
5.047625697,-74.1020565,South America
37.14576206,34.83217781,Asia
26.79782388,-105.1360157,North America
6.817347598,-2.502632254,Africa
-21.19729736,-44.32986134,South America
-30.7531824,141.8283601,Oceania
58.44004967,85.13237802,Russia
-30.82259381,24.95145531,Africa
51.14924109,21.64474584,Europe
-12.73992362,131.464882,Oceania
-49.88769579,-72.43478736,South America
-20.34420579,141.6610821,Oceania
64.1430053,23.74237168,Europe
-23.21105422,117.6626664,Oceania
-5.497056381,-79.4783657,South America
-15.74040431,144.6840759,Oceania
10.67474485,8.466179764,Africa
-24.0492172,149.5063055,Oceania
51.03543264,22.09589963,Europe
50.64769469,40.46285549,Russia
-23.56056224,145.4242681,Oceania
-33.87757064,-58.31991129,South America
14.02327421,101.3094097,Asia
-18.19459315,143.9668851,Oceania
-29.84337308,-55.91271065,South America
11.86600035,104.4599329,Asia
37.68545023,-5.238322034,Europe
-3.533456434,-41.40615471,South America
-3.110041734,-58.42230312,South America
-22.93513343,-54.47174849,South America
-21.93188982,-44.55038683,South America
-6.423426051,-48.90427714,South America
31.47030554,-112.6842642,North America
40.09726934,8.506639852,Europe
-16.81283189,-42.31032583,South America
-25.77716838,151.4909078,Oceania
0.391470773,40.92794968,Africa
39.14489673,36.13692411,Asia
8.380460385,4.991607436,Africa
8.282785164,5.832446679,Africa
7.65995437,4.456267985,Africa
9.511379916,8.605722117,Africa
-28.76769176,28.661826,Africa
15.07186002,-12.88021504,Africa
-25.1889817,119.3298407,Oceania
0.563386161,121.5681205,Asia
19.2111295,-98.9643354,North America
40.95190658,-5.969633474,Europe
-12.73992362,131.464882,Oceania
-14.7588983,132.8508818,Oceania
-28.70207186,148.1692315,Oceania
-36.52311509,147.4543509,Oceania
-24.88261774,-50.27680153,South America
7.464379045,6.612909921,Africa
44.69221944,110.0437624,Asia
63.46968768,34.38874396,Russia
-20.12230843,22.33630233,Africa
-33.26756902,20.14729053,Africa
-22.13965299,27.0129967,Africa
49.09978642,34.24779107,Europe
-39.98782869,-62.66487774,South America
-27.83763229,120.7187967,Oceania
16.30452757,74.43309891,Asia
-28.95812614,-62.17312925,South America
11.09494091,122.3866502,Asia
-31.25201358,118.5922749,Oceania
39.69691696,-1.168760272,Europe
46.694468,113.3025767,Asia
-6.099509236,-48.59969513,South America
20.02117372,-105.3444939,North America
65.54682434,-38.98477103,North America
-5.812802718,-55.72782352,South America
-11.02091757,-76.21130234,South America
61.00001995,79.43252854,Russia
-23.63159128,-54.80284704,South America
12.57280475,76.15560647,Asia
44.53140775,9.115003468,Europe
-27.55814378,-63.94065737,South America
-30.00642157,-63.77906691,South America
-9.741331918,-41.23912513,South America
55.43686003,45.97694494,Russia
-29.6410816,-64.82120638,South America
68.34629245,18.9487958,Europe
-28.1356689,28.09342238,Africa
63.0254229,112.4953085,Russia
0.57199872,38.78106715,Africa
-12.47239317,-43.45965885,South America
-27.64121001,-66.30094339,South America
13.35510488,102.5443774,Asia
4.866647472,6.375697882,Africa
49.5714298,17.9028116,Europe
36.53736454,34.05102034,Asia
49.20233814,33.9436373,Europe
6.527660048,-2.19494872,Africa
-37.74881389,148.3431361,Oceania
-17.74061297,-49.15775257,South America
-29.46314585,-65.66896524,South America
-7.695459753,-41.5574806,South America
-9.798264752,-66.5289351,South America
-40.014929,-62.66541172,South America
5.837818378,8.04448344,Africa
-23.88246746,139.5361652,Oceania
47.72695798,29.52680095,Europe
-6.526651366,-76.30262824,South America
8.029272897,9.996629059,Africa
-46.69231617,-67.37734933,South America
11.03728345,7.441913148,Africa
43.61205321,25.53894252,Europe
-25.27059282,152.245283,Oceania
6.917510318,7.276932893,Africa
7.930111703,4.482951161,Africa
47.04928669,111.7989343,Asia
48.50427883,19.81155114,Europe
-0.204638703,-51.34989619,South America
-19.74747745,-40.0630584,South America
40.72079126,43.63404661,Asia
39.67447866,36.61225405,Asia
-33.94281964,138.1653407,Oceania
56.13603611,28.00280866,Europe
-6.803272353,-63.02311451,South America
-25.48961053,114.0879927,Oceania
62.91369109,152.4141128,Russia
16.2893809,-0.045093347,Africa
22.75067429,81.45604658,Asia
-6.285935345,-79.65814867,South America
-30.81842359,29.16503398,Africa
7.651322404,5.595467503,Africa
62.68424395,49.58194156,Russia
52.84569633,60.34642492,Russia
-29.72519217,138.1167277,Oceania
14.87560762,98.62003393,Asia
-22.34627291,-55.72572727,South America
37.22159066,39.91541772,Asia
-23.61517964,20.89817191,Africa
44.96435088,46.53106785,Russia
48.38194553,91.18392776,Asia
37.202541,27.74852977,Asia
-9.277489733,-48.76483055,South America
-27.43309337,148.8401769,Oceania
-26.52055045,-58.48674975,South America
21.32665878,72.8321482,Asia
-7.738644827,-46.0393742,South America
-7.852460891,-39.0877605,South America
13.06069742,-14.52122212,Africa
19.76240172,83.47558387,Asia
-20.72976673,140.719481,Oceania
14.49080869,77.30700585,Asia
62.9303538,29.19641319,Europe
49.24028816,15.16019969,Europe
2.846025925,99.4824122,Asia
77.78719533,-70.62682826,North America
68.15249528,23.09337386,Europe
47.01956206,107.6561753,Asia
2.322725771,37.99244712,Africa
-26.5906833,120.2260383,Oceania
-18.96701724,-41.97320438,South America
44.45951373,28.19961856,Europe
-14.10942882,-57.99650453,South America
77.46777821,-69.20268729,North America
-6.560036479,-49.7729232,South America
5.845050677,8.038924872,Africa
-27.39897549,148.096125,Oceania
-23.74001621,26.47733885,Africa
59.53947692,14.30018364,Europe
-3.408153443,38.9524988,Africa
56.98357655,63.21975512,Russia
67.96123794,21.60682133,Europe
47.73426316,17.12132555,Europe
45.88265669,115.0203663,Asia
56.05945436,159.0059219,Russia
-19.12145061,-40.63733793,South America
-24.56335905,24.13831241,Africa
-50.80985803,-70.76347164,South America
-25.30778586,149.6536512,Oceania
53.29789327,108.6250891,Russia
-16.68111568,134.8944229,Oceania
48.01786376,106.7250985,Asia
-21.37538087,-45.59485452,South America
41.12806536,28.94463211,Asia
40.86102948,20.18884731,Europe
59.46459399,127.0375037,Russia
-7.599614661,-40.81858915,South America
-8.103224745,-55.14390637,South America
17.73054175,98.84228415,Asia
8.844618747,80.83119383,Asia
-24.60176345,149.8812456,Oceania
11.79644115,104.2279545,Asia
-23.106172,-64.52449343,South America
4.689639673,7.451001059,Africa
-37.50820038,-70.6120101,South America
-38.09274192,143.1959593,Oceania
-34.44145352,148.3255858,Oceania
5.852016032,-74.56237963,South America
-33.966963,146.604174,Oceania
-14.67097196,-74.46842611,South America
52.08710439,22.6435205,Europe
0.128694173,35.90287026,Africa
-25.17092347,141.3479185,Oceania
-37.66081249,-70.55547506,South America
9.30383848,7.233835813,Africa
11.00135057,-2.747336005,Africa
18.25421082,-89.80283671,North America
40.89088783,43.00102743,Asia
-34.24894686,-69.3696782,South America
-19.73528095,-57.07903139,South America
-9.564292614,-39.92965299,South America
10.64465441,99.04520479,Asia
55.9821919,21.63299414,Europe
67.44784096,22.23217595,Europe
-20.75123722,117.0282104,Oceania
-3.407847735,-51.27265491,South America
48.34583903,15.90899768,Europe
-9.869693403,-56.21942808,South America
55.9824403,25.61044782,Europe
-10.09045332,-38.24413822,South America
-21.63629552,133.7373921,Oceania
-14.12311887,131.453562,Oceania
54.80913712,-7.827030143,Europe
-27.70396111,28.02826358,Africa
-30.26649351,-61.8766813,South America
42.88571401,20.30481695,Europe
4.6978117,-74.1405917,South America
57.16666203,41.62859327,Russia
-35.02327639,-58.24837704,South America
-31.87692692,-53.50437891,South America
-23.49646371,-47.46054193,South America
61.55883325,16.21259853,Europe
14.52137699,100.4968558,Asia
-36.04851334,150.0211702,Oceania
56.10599601,23.62365548,Europe
-26.11326504,-62.11330384,South America
-23.54074638,145.114592,Oceania
-17.40602299,124.054078,Oceania
15.24663353,-14.68895138,Africa
37.36148731,36.09650882,Asia
