latitude,longitude
-18.50365452,133.8747551
56.96388667,35.01654665
51.16969407,17.07387449
6.26341313,81.0695048
-32.37850856,148.9661708
-30.96374472,19.37841716
-23.69941374,139.6418302
37.50918916,38.22114226
-36.82531411,-60.36699088
-5.906991769,-44.07113565
13.08066041,5.266562403
40.78426829,22.47121317
54.32064575,44.38127492
-7.000584028,112.1287237
-15.91979708,-51.40767363
40.64434599,34.90338246
-31.85459318,-56.50527294
50.77677725,99.52815454
-15.26601144,-40.5992374
43.36302882,132.2458525
-29.43033313,-56.68831675
-28.52178692,117.8058408
46.58814744,106.5450657
-17.41773951,-47.28391556
-7.811990749,-63.18604325
48.245508,17.92272062
-2.758481145,-43.32910971
62.47676786,149.7320448
-30.8805608,20.43974922
-4.17203237,-46.1326418
55.09909558,68.1881522
-30.45108257,145.3468592
-14.54216774,-56.23251665
23.32311413,77.26877587
-33.27518733,-64.84741087
-12.81410424,-49.89632033
-23.61478294,147.619922
-30.92465725,-69.42423583
-30.85345956,21.85213066
-23.70268781,-46.24043779
0.781174855,36.01642378
20.93513979,-104.5718188
-18.0768283,-51.03766713
20.17765378,-102.2439546
24.68014886,-103.2541844
-22.9091247,22.11392646
38.44341279,27.31904002
9.227082799,5.635448923
-2.113850988,37.32733291
-27.79883739,-50.86263301
-12.24833639,-56.41941138
16.49810204,-14.54946393
-8.142069812,-70.28875118
46.03472552,17.68366971
-30.31559911,135.2932345
28.39256783,-106.9916033
-6.105986521,-41.78471038
-17.8110555,-63.1785372
-5.300176122,-41.16164097
12.633353,8.424316368
-22.09334504,133.4247502
62.39332598,30.74040346
50.92458679,23.9969708
-31.90783692,-56.70952229
47.39232463,17.0187844
23.02779669,77.50686386
-15.62515158,-58.79423215
-21.98729064,142.6988012
18.51915518,98.77238509
14.42955385,-3.324885623
-26.46503194,119.3953351
-7.567148834,-72.99188004
-40.12884333,-66.02546209
-17.74375049,123.5836312
-51.90749257,-71.40447059
62.58983503,26.33311251
-5.263186284,-36.66204746
18.03604966,-89.06760665
-7.216017385,-39.12044548
-16.3119538,-46.51299498
-33.99864712,-60.21801208
39.12547661,42.18766474
46.85142859,112.3312244
0.277860404,34.69879359
-33.74259564,-54.8510864
59.66119591,18.34235109
-28.22750409,121.0851272
31.31574437,-108.7560052
-15.99759326,142.4981177
27.81136921,-104.7948858
-15.95085808,128.4208271
-18.88741977,-50.16093597
-41.71866502,-66.31220357
49.45565326,99.98248295
-7.686815157,-72.97707071
48.38266651,30.35424375
50.36664778,34.34844627
-31.86778377,-57.1684963
-41.87043996,-66.94089287
17.39979473,76.16341769
-39.97927863,-64.84160962
14.69382841,-15.64987483
28.21711814,-104.5792527
-40.13021014,-64.38444956
10.3134576,10.55913801
-28.44528225,152.2339708
-36.09441483,142.8872767
-26.73123036,20.63285469
64.20621108,41.57611034
-13.55702552,-45.13166841
47.1035054,47.78643424
-21.82104699,28.82309995
-22.25368811,-63.36672129
-4.747364096,-49.06627238
6.927928268,-2.364829397
9.011309,-2.476844187
16.83397249,-92.88093667
44.84564322,23.8096894
-29.85862786,135.1230175
-10.83155981,-65.24296509
-54.856301,-68.5848333
41.08955895,14.38462064
45.36263863,16.43056325
-5.567313022,-42.6027844
40.76997636,-2.999794392
-36.93115,149.1325778
-31.68638791,-66.01649323
10.70872028,-2.365003863
7.221820038,7.501016082
68.69299997,30.23367432
46.54827448,16.72463423
4.228645916,-60.99541068
42.03005361,25.52485818
0.852370915,-59.61557811
-38.13541907,146.0526625
-12.73992362,131.464882
-8.698628933,118.6469957
-30.675675,-69.45364048
-1.550734405,-45.05696829
0.89757796,35.31461571
46.44836822,94.12885814
6.938915682,100.6841953
-28.10522702,-59.99881524
51.52035946,15.50102297
-17.33262053,-62.89697957
-12.56323094,-58.01686027
39.83981443,29.22194862
30.30534017,-110.6684397
-19.68840361,-49.17636432
-21.19767737,24.7982869
-29.50972607,-68.43345071
63.59887464,146.4059083
56.64471356,10.06071668
21.83581205,76.48355662
49.78740563,95.03399303
-43.97802232,-70.37103066
53.74138618,125.0966284
51.44249818,142.7480705
-40.57029022,-66.48066398
-37.74099473,141.3173159
-27.31828471,133.6246173
66.5753964,-53.49867352
49.11630971,14.62300017
-22.59420623,136.7290256
-37.56951436,-69.07283439
18.25830096,80.29510771
-33.52487705,141.7171154
43.71820518,23.94570541
12.58349028,8.471082938
-49.73586418,-72.33805737
-23.85409195,21.1295789
-23.27141687,-55.18076894
54.07175036,22.48464603
36.90960628,34.8873172
9.121942671,-1.27466573
15.97371129,75.70414678
-32.34896678,124.8461114
6.884114538,3.104744481
-33.29798404,-57.2085428
51.16585836,58.62662119
-15.13980066,-53.53034954
50.04415295,29.87092205
42.97877246,26.86698146
2.28798475,-59.83827864
46.04941681,20.10731275
60.8066556,64.81210738
1.410316962,-78.58416978
-29.24748952,-65.42269468
-25.61625063,150.2299671
-21.02226273,116.3168847
-21.81497816,43.29511834
-26.83037652,118.3702348
-27.24865397,-52.59568654
-21.71159394,-44.45073482
-26.46910172,119.4528183
-33.26729094,-54.42964783
-37.12188978,-62.05322771
53.42439698,20.33490037
-33.07823914,-69.27611868
63.99712282,145.4021257
-33.06953247,-57.23935961
8.253359726,80.64190574
54.90389663,24.39116714
-5.022601496,-44.99326398
-20.63393527,22.32271408
22.59263162,120.6800671
61.6506732,74.36773634
-34.5190866,142.8731176
67.48385986,27.89402311
51.53833405,18.91362325
45.06734865,9.777658923
12.24852448,79.21153441
-13.78365687,-57.03629325
-30.4256181,29.14123614
-3.176713909,39.68468182
-17.35180436,-54.75811229
46.84516053,112.3751811
-1.664978096,114.5994169
38.8538954,39.822788
48.70561557,15.60456374
-10.60618508,-58.59997842
26.87952241,-99.83044901
39.85857831,22.17367492
12.6854685,121.3416512
10.19136931,11.114652
66.55117975,26.17731874
10.02056113,8.936191319
-34.91862974,148.1617116
22.79261057,74.47363237
-16.38462928,143.073459
-15.08976796,-47.31410122
61.74902839,54.91590959
43.64136785,43.84933169
2.285476805,-59.83912108
-12.73992362,131.464882
-28.03716186,31.58033399
-28.28720829,-62.0828192
-16.61371042,135.8676386
19.6784308,-87.86768396
15.54586065,77.52755036
-8.807377356,-49.68672082
61.81284799,129.8472386
-22.09973034,-53.48702637
12.68635546,-14.93854548
22.89140165,92.05834448
47.94294612,37.55742189
-17.42378595,-69.52602769
-12.70250884,142.3658725
-23.133259,119.2472208
-26.5906833,120.2260383
-31.02301484,-67.29615897
68.14580067,25.71141717
38.28663998,41.98939496
47.89546347,18.32008729
9.337165632,5.225381681
45.94698923,115.7321578
45.51961206,18.24522349
69.09894915,27.64156535
-44.55228465,-67.43775672
10.64508963,4.895889284
8.837486674,7.979396762
24.90011369,-103.2140033
-4.610794243,-56.32906965
-9.859589569,-40.08454318
-41.64173191,-68.26687532
14.83858861,104.8139416
-33.63921728,115.4505225
14.10008364,106.3389359
38.28474038,33.73250162
66.58455502,25.61667541
4.416246258,-76.05933057
-0.571056966,-80.17708409
-26.53480018,150.6401893
-31.81318635,128.3445708
58.29687613,16.49495732
26.57808255,-102.4241993
-4.358799924,-46.24598293
-0.338471161,117.3222984
-4.881515655,-43.1966975
26.5327042,-99.99804683
-35.69628206,146.5158646
52.506695,111.536138
-12.43481631,-42.34636577
-14.95442147,-41.03454177
-5.113986298,-45.11980827
-25.35580372,131.8637431
-33.5651812,-62.69537458
-25.93889612,-64.70278881
-33.04300152,150.6815438
-32.84735047,-62.85945694
-15.15988787,-49.81460749
13.80285881,-13.88914875
20.8644622,-103.019145
-19.46533536,121.4657149
55.14412548,74.57092919
-38.43951505,-66.3099159
-13.90479418,-47.36091457
-14.25452188,-44.15987489
45.46221224,23.61459854
46.6783304,25.36483531
55.05101716,-3.176128562
45.3047302,22.00679595
40.04153416,-1.266606203
55.93090593,23.08364265
-17.22150136,-46.69713929
54.54751526,113.3704867
43.54798838,24.9431719
29.75764072,-109.8133125
-1.194027093,35.7250823
-11.2837353,-44.67047072
-37.87385614,-66.46880816
29.65082568,35.20976613
17.89620388,80.08743836
42.32076484,25.56950809
-29.06787276,-60.98434274
45.93711034,20.89595911
45.70258498,21.28660803
-3.261722062,-51.46456537
0.734785857,-60.45820059
50.00694926,28.04351563
-34.76389632,147.555312
62.9562642,113.5415823
58.69624174,13.11293619
-21.53402126,139.6538408
58.96039427,22.47708962
14.81138758,104.9404688
55.69370526,13.6467037
45.90280746,115.423499
-23.06487788,150.7118287
-16.82414877,124.9160242
4.666669695,-60.29152088
61.01704546,76.61783504
1.489654141,-75.36643505
-43.006997,-71.06283704
62.57931762,125.0270894
-17.161105,-50.89828064
57.74731091,85.15844369
12.28176106,102.2662508
50.27166396,21.22495264
35.64253821,10.08894522
-28.40371812,-52.03796948
-32.71009498,151.6114488
-33.71488443,117.3183187
55.50817232,8.791133312
39.50063072,33.7910318
12.85195982,5.148620042
-22.61308467,29.85201586
-8.47701636,-70.15063652
-23.04647411,-63.93783669
39.64346744,27.06791513
16.35291387,-93.13851585
-2.23945673,37.43339556
56.257267,27.988765
16.77616898,-3.005472455
-33.32075024,-59.22461094
-17.12874114,-70.83690076
56.83394167,62.69632162
-16.89065155,-43.56929501
62.93970681,152.3838646
-12.58473554,-74.69490914
-24.50498285,119.6385908
36.68323922,29.41621217
-18.78927258,-68.25625153
-3.17785571,-60.14196793
15.9649294,-13.59656556
-27.85598256,115.6688849
-45.28430627,-68.64990728
58.46862713,22.25497028
-35.91686868,141.390783
13.4150672,103.2376493
-28.39781832,-53.65012924
47.73048397,29.52756311
1.584151537,-78.70618246
54.01765136,46.22926171
15.95130652,103.2751979
25.50258396,-102.5152541
53.10566654,20.37525263
16.28911432,-96.56128358
37.92245446,14.95781481
61.28889943,-44.97534662
46.90951492,105.8861931
-34.29563584,-57.35325993
-25.80421198,23.69288288
-5.801047488,-79.83430862
-22.65958406,-53.85530524
10.96581379,-2.425966329
43.5335554,27.29968223
-19.84324182,136.1870271
-16.41604327,-69.66230389
37.59919821,41.40319981
50.35040413,16.16573201
60.5695098,14.80395483
-25.70944193,-49.89628711
8.520547679,10.6340739
-28.1528171,-54.32822277
-26.48111322,147.9152869
-4.879378335,-56.17033336
54.18532643,-8.213120195
-19.44662932,140.2263437
-8.14688832,-63.77113278
7.23170443,5.078941091
-48.60295538,-67.49005796
-23.89706629,22.08721389
-21.79622525,26.23710597
-20.48236406,145.4784868
55.90939736,90.12122609
5.047625697,-74.1020565
37.14576206,34.83217781
26.79782388,-105.1360157
6.817347598,-2.502632254
-21.19729736,-44.32986134
-30.7531824,141.8283601
58.44004967,85.13237802
-30.82259381,24.95145531
51.14924109,21.64474584
-12.73992362,131.464882
-49.88769579,-72.43478736
-20.34420579,141.6610821
64.1430053,23.74237168
-23.21105422,117.6626664
-5.497056381,-79.4783657
-15.74040431,144.6840759
10.67474485,8.466179764
-24.0492172,149.5063055
51.03543264,22.09589963
50.64769469,40.46285549
-23.56056224,145.4242681
-33.87757064,-58.31991129
14.02327421,101.3094097
-18.19459315,143.9668851
-29.84337308,-55.91271065
11.86600035,104.4599329
37.68545023,-5.238322034
-3.533456434,-41.40615471
-3.110041734,-58.42230312
-22.93513343,-54.47174849
-21.93188982,-44.55038683
-6.423426051,-48.90427714
31.47030554,-112.6842642
40.09726934,8.506639852
-16.81283189,-42.31032583
-25.77716838,151.4909078
0.391470773,40.92794968
39.14489673,36.13692411
8.380460385,4.991607436
8.282785164,5.832446679
7.65995437,4.456267985
9.511379916,8.605722117
-28.76769176,28.661826
15.07186002,-12.88021504
-25.1889817,119.3298407
0.563386161,121.5681205
19.2111295,-98.9643354
40.95190658,-5.969633474
-12.73992362,131.464882
-14.7588983,132.8508818
-28.70207186,148.1692315
-36.52311509,147.4543509
-24.88261774,-50.27680153
7.464379045,6.612909921
44.69221944,110.0437624
63.46968768,34.38874396
-20.12230843,22.33630233
-33.26756902,20.14729053
-22.13965299,27.0129967
49.09978642,34.24779107
-39.98782869,-62.66487774
-27.83763229,120.7187967
16.30452757,74.43309891
-28.95812614,-62.17312925
11.09494091,122.3866502
-31.25201358,118.5922749
39.69691696,-1.168760272
46.694468,113.3025767
-6.099509236,-48.59969513
20.02117372,-105.3444939
65.54682434,-38.98477103
-5.812802718,-55.72782352
-11.02091757,-76.21130234
61.00001995,79.43252854
-23.63159128,-54.80284704
12.57280475,76.15560647
44.53140775,9.115003468
-27.55814378,-63.94065737
-30.00642157,-63.77906691
-9.741331918,-41.23912513
55.43686003,45.97694494
-29.6410816,-64.82120638
68.34629245,18.9487958
-28.1356689,28.09342238
63.0254229,112.4953085
0.57199872,38.78106715
-12.47239317,-43.45965885
-27.64121001,-66.30094339
13.35510488,102.5443774
4.866647472,6.375697882
49.5714298,17.9028116
36.53736454,34.05102034
49.20233814,33.9436373
6.527660048,-2.19494872
-37.74881389,148.3431361
-17.74061297,-49.15775257
-29.46314585,-65.66896524
-7.695459753,-41.5574806
-9.798264752,-66.5289351
-40.014929,-62.66541172
5.837818378,8.04448344
-23.88246746,139.5361652
47.72695798,29.52680095
-6.526651366,-76.30262824
8.029272897,9.996629059
-46.69231617,-67.37734933
11.03728345,7.441913148
43.61205321,25.53894252
-25.27059282,152.245283
6.917510318,7.276932893
7.930111703,4.482951161
47.04928669,111.7989343
48.50427883,19.81155114
-0.204638703,-51.34989619
-19.74747745,-40.0630584
40.72079126,43.63404661
39.67447866,36.61225405
-33.94281964,138.1653407
56.13603611,28.00280866
-6.803272353,-63.02311451
-25.48961053,114.0879927
62.91369109,152.4141128
16.2893809,-0.045093347
22.75067429,81.45604658
-6.285935345,-79.65814867
-30.81842359,29.16503398
7.651322404,5.595467503
62.68424395,49.58194156
52.84569633,60.34642492
-29.72519217,138.1167277
14.87560762,98.62003393
-22.34627291,-55.72572727
37.22159066,39.91541772
-23.61517964,20.89817191
44.96435088,46.53106785
48.38194553,91.18392776
37.202541,27.74852977
-9.277489733,-48.76483055
-27.43309337,148.8401769
-26.52055045,-58.48674975
21.32665878,72.8321482
-7.738644827,-46.0393742
-7.852460891,-39.0877605
13.06069742,-14.52122212
19.76240172,83.47558387
-20.72976673,140.719481
14.49080869,77.30700585
62.9303538,29.19641319
49.24028816,15.16019969
2.846025925,99.4824122
77.78719533,-70.62682826
68.15249528,23.09337386
47.01956206,107.6561753
2.322725771,37.99244712
-26.5906833,120.2260383
-18.96701724,-41.97320438
44.45951373,28.19961856
-14.10942882,-57.99650453
77.46777821,-69.20268729
-6.560036479,-49.7729232
5.845050677,8.038924872
-27.39897549,148.096125
-23.74001621,26.47733885
59.53947692,14.30018364
-3.408153443,38.9524988
56.98357655,63.21975512
67.96123794,21.60682133
47.73426316,17.12132555
45.88265669,115.0203663
56.05945436,159.0059219
-19.12145061,-40.63733793
-24.56335905,24.13831241
-50.80985803,-70.76347164
-25.30778586,149.6536512
53.29789327,108.6250891
-16.68111568,134.8944229
48.01786376,106.7250985
-21.37538087,-45.59485452
41.12806536,28.94463211
40.86102948,20.18884731
59.46459399,127.0375037
-7.599614661,-40.81858915
-8.103224745,-55.14390637
17.73054175,98.84228415
8.844618747,80.83119383
-24.60176345,149.8812456
11.79644115,104.2279545
-23.106172,-64.52449343
4.689639673,7.451001059
-37.50820038,-70.6120101
-38.09274192,143.1959593
-34.44145352,148.3255858
5.852016032,-74.56237963
-33.966963,146.604174
-14.67097196,-74.46842611
52.08710439,22.6435205
0.128694173,35.90287026
-25.17092347,141.3479185
-37.66081249,-70.55547506
9.30383848,7.233835813
11.00135057,-2.747336005
18.25421082,-89.80283671
40.89088783,43.00102743
-34.24894686,-69.3696782
-19.73528095,-57.07903139
-9.564292614,-39.92965299
10.64465441,99.04520479
55.9821919,21.63299414
67.44784096,22.23217595
-20.75123722,117.0282104
-3.407847735,-51.27265491
48.34583903,15.90899768
-9.869693403,-56.21942808
55.9824403,25.61044782
-10.09045332,-38.24413822
-21.63629552,133.7373921
-14.12311887,131.453562
54.80913712,-7.827030143
-27.70396111,28.02826358
-30.26649351,-61.8766813
42.88571401,20.30481695
4.6978117,-74.1405917
57.16666203,41.62859327
-35.02327639,-58.24837704
-31.87692692,-53.50437891
-23.49646371,-47.46054193
61.55883325,16.21259853
14.52137699,100.4968558
-36.04851334,150.0211702
56.10599601,23.62365548
-26.11326504,-62.11330384
-23.54074638,145.114592
-17.40602299,124.054078
15.24663353,-14.68895138
37.36148731,36.09650882
47.44817716,12.56180796
-16.03853791,-57.25512316
7.483359818,79.84044583
-16.12334005,-57.94134328
8.186886756,9.742105669
-36.55081701,-64.0798355
52.71506774,60.20654369
57.02670549,26.88657791
-14.25937479,143.2915804
-38.26789049,-68.37345752
-32.83251621,24.28738209
-21.88770751,-47.34987032
-3.704088293,39.72492165
-28.32267003,20.80303674
-23.20679093,117.6534155
-34.61169909,147.0331388
-42.96613283,-70.76180173
66.86215067,24.46016156
60.68067027,116.0037533
-23.79477302,-47.45312408
-49.67718833,-72.77102078
-8.121829263,-71.01698644
-6.725751319,105.8722746
-31.21101481,-66.75120354
37.17664187,37.13013642
41.22720251,33.79240336
26.3016365,-101.3452038
2.727548492,99.90318168
-15.95247647,-55.55535203
-31.64906469,145.7523785
-24.75190327,146.1110683
-22.98470986,-45.79489136
40.75113346,-1.713638029
58.44064893,84.91896885
-31.91991412,133.0087581
-0.810513801,36.09191312
45.61946693,45.86261964
54.35334877,63.16954689
-9.13121488,-64.14340429
-31.05863097,-50.88279296
45.96629275,15.16776502
-28.5541938,-52.75234521
45.94290073,26.47517425
20.99129548,-100.6676367
49.90314192,93.78819277
44.33424991,26.57116431
-16.94145413,-50.24824588
-26.02640358,118.6959881
-17.8238641,122.5613398
67.20505914,56.43404662
46.75914797,20.02457803
-31.16667669,-56.02397243
62.27547681,127.4491703
-15.64333442,-58.77709329
-28.76457524,28.58396633
-14.32824544,-50.18889938
-6.404028946,-62.84398873
-3.466791765,-41.8629456
55.04475139,-8.185346343
-15.68346618,-46.52439241
39.07489847,26.94095293
-0.6317656,114.5728442
-6.867311811,-79.30550961
38.85368438,39.82409863
-3.757047207,-42.18081405
1.271908009,35.14561556
-18.11489266,25.32882548
47.97882607,91.62909515
-3.407798144,38.06917053
-2.570148519,-44.99275249
2.770539493,38.09321969
-29.62759229,-50.10074406
49.34968143,17.29406953
67.46632582,27.15700521
-30.54029875,145.0832419
13.90543183,-4.555202476
51.66251015,101.9673116
-29.75236559,145.9642582
61.00759034,50.6035751
46.60568269,94.33429705
13.0359533,5.185722572
58.33689725,25.78657798
47.59019303,18.04516314
2.200963821,117.0568176
63.01384606,112.4625251
56.76680816,52.64059324
-19.65802427,-65.75779308
-39.46500301,-69.26660815
24.40196708,-101.3850949
-11.69584258,-57.17948241
-23.13202036,-48.79311013
-16.20181528,136.0690043
-24.31249227,-52.10953477
37.70050039,32.59831619
-26.81946582,148.0117145
26.59233081,-103.1067315
-29.45226465,18.49759809
-31.63358234,129.0130824
-31.1244615,-56.99308176
38.66010986,44.10926957
-9.408374572,-45.45144982
-25.36963775,131.0618543
-17.46414493,-44.00315889
1.094883479,-52.37578354
-40.43082559,-68.46852685
58.8424449,32.22760041
12.47109209,6.180659708
11.79910918,8.50078374
7.9397814,80.7309428
36.92003941,40.23423821
64.02893972,26.89642933
-22.11370889,20.51197806
19.4629782,84.01510053
-29.52628348,28.77116355
15.15951657,105.0779606
-11.3122531,-38.55893052
-30.90723178,-62.21664764
7.80489216,3.714088075
5.99421677,5.772603595
70.19381144,-26.33243039
50.18324191,116.647437
52.63206641,21.2504316
38.3028677,31.64118705
-6.3207563,-76.28777091
49.08895579,107.3071487
-22.12771981,133.4114566
-15.91341209,136.332375
-32.37184538,124.6566679
-21.1460997,24.58361622
58.70768717,33.51511958
13.96759318,104.1200186
2.824693022,-60.39854713
66.18407743,79.11620132
26.61343698,-103.1249356
-29.37279805,-63.4577375
-23.48225319,119.7916604
-11.66953665,-40.37094284
14.25167321,-5.982243908
-32.15156541,121.7564861
-26.62207185,115.8701864
21.9248878,-105.0394201
-3.820605798,-42.62413119
46.80260754,107.8448995
39.55879351,30.0761619
5.721599809,-0.242150961
-50.83291194,-71.11899611
-30.53262395,142.4444697
-2.431192828,-60.17741023
-28.16686963,-63.51505475
-7.476350408,-63.99109036
-6.803292438,-50.62926951
63.09356653,124.0020987
47.05439364,91.51407494
-23.81488093,22.39506694
39.54196176,29.50451297
-29.49825943,-55.48762112
-23.56315379,23.06976686
-41.58655715,-69.88221266
-24.0532642,132.6964817
-31.8248453,141.4362983
14.74492268,-12.98107056
58.0098859,85.44099938
-8.106143439,-47.64872729
-37.99781312,143.5217445
77.46414973,-69.21975194
-33.11246678,141.6292006
-30.92679341,147.9850168
-26.62244087,115.8700943
-6.912676945,-43.58783391
-19.2446714,-53.17765913
32.18193798,35.1166315
-8.07439911,-71.17270967
-24.66892154,144.4336119
-26.31369757,-64.4962136
64.04200582,20.8132922
-26.5906833,120.2260383
-25.19508522,23.28502682
-34.00604932,-57.62796848
10.28496896,13.07614789
-18.83516877,-54.81334678
-10.77316694,-76.86045927
-16.20160286,-69.80870164
-36.058917,144.5800782
-21.63265807,148.6936119
61.90529314,28.07622087
-21.55306769,25.65909934
-48.44608788,-71.8305648
-23.34614275,144.6211076
53.84302568,120.8931777
-20.11908244,23.34010044
10.93448085,105.1784437
64.19174436,17.48545827
12.92655374,102.6808788
58.83773543,14.04740989
27.90339374,-99.95372904
-35.04778869,-63.97824067
38.81775114,42.92618664
51.68754009,22.83982728
-31.0792042,135.8566122
-27.0652628,151.4525505
40.46927365,21.23464731
22.89142674,89.32625782
48.98759944,107.1829762
-7.780540495,-72.14334974
-17.84226318,-53.82975917
11.7319669,12.0839752
-34.08811988,144.793926
-32.18723299,121.3175885
-38.2131522,-61.48544782
56.9324034,75.74452245
29.13451883,-111.7234857
50.82774404,15.49971115
-23.54482294,145.1724192
-33.36247545,-66.05567574
57.05639177,21.78195457
-3.777461025,-58.93071336
44.08124448,39.73907842
-29.08789466,-49.51594168
38.708046,35.09569059
5.077156932,118.9404884
-24.61467047,-53.93428922
6.153018464,7.930074955
-17.90694779,127.8318111
1.363939398,35.25679988
54.2496454,-7.044338124
0.006566327,35.52869062
63.33385701,16.63160703
-22.21104417,-56.77042394
-21.57767012,141.9299716
62.8555087,148.1784249
-22.13227466,-63.25984325
9.197358652,0.020552976
-7.665467836,112.9812376
5.215515372,-75.77978598
7.652559695,8.868394197
-29.87844977,-55.99018472
50.11736625,92.39478607
47.52716122,108.5518015
17.70316456,102.2431564
-49.9867298,-68.9183554
38.27530474,38.06944122
-18.7960073,144.5958565
18.28541998,76.0342342
51.90097565,0.059467711
54.22412278,18.63414608
-44.55918419,-69.96438905
-27.17543209,145.9971
-15.45611622,131.4568927
